CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
6.2919,0.3097,106.5229,1.5107,1.4123,6.5706,2.4697,95.5005
6.2983,0.3029,107.1755,1.5369,1.4367,6.2297,2.4718,94.4724
6.3017,0.2831,106.3003,1.5628,1.4603,6.1964,2.4718,93.6423
6.2939,0.2739,105.2482,1.5897,1.4844,6.1683,2.474,92.9866
6.2944,0.294,104.4182,1.6188,1.508,6.0996,2.463,92.3044
6.301,0.3125,105.1017,1.5838,1.4658,5.9627,2.4567,91.6572
6.2965,0.3025,103.3529,1.5847,1.4681,5.8621,2.4867,91.3321
6.2964,0.3005,102.8448,1.6498,1.526,6.1828,2.4978,91.8974
6.2972,0.3048,103.8223,1.6638,1.5372,6.415,2.4797,93.3684
6.2978,0.2988,105.384,1.6002,1.475,6.9587,2.4796,94.6053
6.3126,0.3024,106.7186,1.6201,1.4913,7.6405,2.4821,95.4285
6.3287,0.316,107.7363,1.6766,1.5286,7.9882,2.4691,95.8283
6.3231,0.2862,107.0591,1.7367,1.5818,7.2329,2.4688,95.259
6.3058,0.2691,97.883,1.8139,1.6445,6.3378,2.4547,94.2928
6.2903,0.2787,94.8739,1.776,1.6067,5.7204,2.4442,93.3184
6.2704,0.2841,97.5751,1.812,1.6378,5.541,2.4528,92.8573
6.2657,0.2835,96.7083,1.6971,1.5364,6.1728,2.4468,93.0365
6.2821,0.2714,98.3578,1.6321,1.4837,5.9443,2.4435,93.2769
6.2967,0.2696,98.584,1.5759,1.4382,5.3616,2.4453,93.7329
6.2959,0.2778,98.4884,1.5733,1.4413,5.3265,2.4225,93.8376
6.2667,0.2786,97.8658,1.5325,1.4063,5.465,2.4119,94.1401
6.2511,0.2788,96.9454,1.5295,1.4114,5.3435,2.4165,94.502
6.2572,0.2828,102.2346,1.6613,1.5238,5.2726,2.4256,94.951
6.3018,0.2934,105.2753,1.8152,1.6541,5.5603,2.4247,94.7737
6.3289,0.2984,108.0731,1.7012,1.5547,5.6381,2.4205,94.5702
6.297,0.3079,106.8051,1.6071,1.4719,5.2931,2.4529,94.339
6.291,0.2994,102.3002,1.5622,1.4435,5.5621,2.4567,94.2462
6.3038,0.2641,99.8391,1.6038,1.4824,5.8892,2.4533,94.2762
6.2989,0.2623,97.5612,1.5606,1.4505,5.77,2.4539,94.4827
6.2943,0.2742,95.3603,1.4399,1.3463,5.6957,2.4503,95.0243
6.3125,0.2729,95.3303,1.5078,1.4061,5.8153,2.4519,95.2573
6.3254,0.2696,97.8483,1.6636,1.5461,5.6184,2.4436,95.1076
6.3055,0.2721,100.6955,1.6323,1.5113,5.5504,2.4354,94.588
6.3001,0.2636,101.1697,1.5681,1.4541,5.5891,2.4317,94.5759
6.3046,0.2655,103.0662,1.4845,1.3847,5.7398,2.4225,95.1098
6.3125,0.2788,105.0222,1.5549,1.4525,5.9426,2.4144,95.5693
6.3197,0.2809,104.9035,1.4537,1.345,6.2492,2.4212,95.7828
6.3247,0.2817,104.6399,1.4157,1.3374,5.8718,2.4293,95.7491
6.314,0.2876,104.9827,1.5973,1.4879,5.419,2.4108,95.701
6.2935,0.2891,106.6347,1.5789,1.4558,5.2122,2.3992,95.5663
6.2995,0.2846,108.6458,1.6669,1.5369,5.4054,2.4091,95.2329
6.3179,0.2844,106.6802,1.7289,1.5839,5.6698,2.4331,94.7124
6.3214,0.2959,103.7354,1.6893,1.5479,5.7269,2.4548,94.1602
6.3211,0.2937,100.7474,1.6275,1.4979,5.8461,2.4446,93.8885
6.3099,0.274,98.8088,1.4641,1.348,5.809,2.4337,94.063
6.3036,0.2729,98.1359,1.352,1.243,5.6503,2.4324,94.1565
6.3262,0.2818,104.4319,1.459,1.3521,5.1623,2.4249,94.8534
6.3326,0.2831,108.7727,1.4601,1.329,5.4891,2.4201,95.837
6.3357,0.2974,109.7174,1.4335,1.322,5.69,2.4217,96.5654
6.3386,0.318,110.3802,1.7034,1.5773,5.8194,2.4176,96.8896
6.3324,0.3053,113.908,1.5282,1.4022,5.8328,2.4063,96.8979
6.324,0.2919,115.1596,1.5404,1.4166,5.6739,2.4167,96.7911
6.3263,0.2989,114.0717,1.4725,1.3572,5.7208,2.4216,96.5
6.3305,0.2919,114.1075,1.9037,1.7357,6.1116,2.4142,95.9109
6.328,0.2847,114.4202,1.8936,1.7175,6.2245,2.4247,95.1262
6.3353,0.2818,109.8922,1.912,1.7327,6.211,2.4403,94.0775
6.3356,0.2768,105.6411,1.9281,1.7441,6.3696,2.4651,93.1243
6.3342,0.2827,105.3848,1.9113,1.7283,6.0509,2.4691,92.3112
6.3337,0.2769,107.7193,1.9693,1.7807,5.6256,2.4539,91.4394
6.3376,0.2694,107.364,2.0439,1.8492,5.7318,2.4656,90.6566
6.3356,0.2576,105.3492,1.9065,1.7338,5.4195,2.4708,90.0287
6.3348,0.2444,101.5609,1.7967,1.6565,5.3046,2.472,89.4328
6.3404,0.238,99.4571,1.8344,1.6894,5.7541,2.5038,88.8612
6.3418,0.2352,97.072,1.8905,1.7413,6.2551,2.5207,88.2787
6.3327,0.2355,96.3086,1.8656,1.7171,5.7565,2.5288,88.0276
6.335,0.232,97.4982,1.8441,1.701,5.8543,2.5214,88.0878
6.3326,0.2367,101.6605,1.8379,1.6975,6.0948,2.5214,88.4233
6.3355,0.2418,104.0609,1.8437,1.7037,5.8197,2.5203,88.8881
6.3398,0.2565,104.2017,1.8461,1.7053,5.597,2.4712,89.3624
6.3473,0.273,100.1391,1.8227,1.6844,5.3028,2.4411,89.6919
6.35,0.2697,99.2915,1.781,1.6501,5.0511,2.439,89.8145
6.3392,0.2748,99.1777,1.7202,1.6048,5.0084,2.4794,89.7022
6.3444,0.2639,98.6817,1.7021,1.5907,5.3801,2.504,89.5396
6.3444,0.2551,100.0973,1.7032,1.5934,5.6715,2.5026,89.3854
6.3477,0.2515,104.3252,1.7172,1.608,5.7994,2.5168,89.2205
6.354,0.2573,104.655,1.6943,1.5866,5.9855,2.5024,89.1242
6.3508,0.2682,101.4834,1.6996,1.5887,5.9722,2.4703,89.1693
6.3455,0.2766,100.013,1.7389,1.6207,5.6927,2.4681,89.4326
6.3466,0.2882,100.8301,1.8395,1.7089,5.5477,2.4668,89.6503
6.3509,0.2812,101.0914,1.7939,1.6662,6.1265,2.4551,89.8047
6.3416,0.2749,101.1844,1.7271,1.6069,6.0788,2.4582,89.7724
6.3447,0.2747,101.6726,1.6801,1.5691,5.9082,2.4714,89.7672
6.3477,0.2724,104.6764,1.88,1.7332,5.9403,2.466,89.8268
6.3494,0.2758,103.5047,2.0851,1.9002,5.9897,2.4894,90.0098
6.3471,0.2732,100.5701,2.0748,1.8857,6.5202,2.518,90.2816
6.3398,0.2664,101.6956,1.9179,1.7556,6.8747,2.5145,90.7292
6.3417,0.2651,104.522,1.7894,1.6452,6.3631,2.507,91.2872
6.3597,0.2821,105.2074,2.1988,1.9938,5.9941,2.4899,91.8625
6.3708,0.2739,102.7519,2.2747,2.0457,5.9499,2.4727,92.0131
6.3627,0.272,101.1718,2.049,1.8648,5.9129,2.4705,91.6077
6.3617,0.2748,105.0522,1.8051,1.6632,5.9545,2.4695,91.1559
6.3633,0.272,105.0055,1.7491,1.6295,5.8534,2.4673,90.7157
6.367,0.2773,103.2859,1.7605,1.6395,5.5024,2.4721,90.3576
6.3653,0.272,108.2144,1.7687,1.65,5.8601,2.4845,89.977
6.3617,0.271,107.282,1.7005,1.5957,5.7701,2.4863,89.6783
6.3696,0.2685,104.7218,1.6868,1.5884,5.415,2.5042,89.4393
6.364,0.2671,105.2471,1.6908,1.5957,6.129,2.501,89.1867
6.3521,0.2608,104.9014,1.7495,1.6421,6.8691,2.5059,88.7392
6.3494,0.245,108.2511,1.8329,1.7093,7.7122,2.5721,87.741
6.3546,0.2334,107.2898,1.9276,1.7834,8.3235,2.6316,86.5575
6.3511,0.2422,102.9648,2.0235,1.8583,8.4433,2.5841,85.0759
6.3585,0.2498,101.2761,3.0861,2.8108,7.9752,2.5455,84.3475
6.3906,0.2682,97.6684,7.1529,6.6819,6.9292,2.5409,84.2571
6.4307,0.2955,91.7405,4.323,4.0753,6.6006,2.5048,85.1217
6.4605,0.3221,83.5601,2.0101,1.9025,6.3502,2.4998,86.256
6.4632,0.3258,81.6817,1.5315,1.674,6.09,2.5123,87.6073
6.4626,0.3017,86.8113,1.599,1.764,5.9522,2.5155,88.4023
6.4611,0.2754,95.1784,1.7014,1.7729,5.9347,2.5253,88.9157
6.4626,0.2432,97.6119,1.7692,1.7033,6.7664,2.5224,89.3883
6.4626,0.225,97.4805,4.6224,4.2991,6.7908,2.5082,89.8183
6.4467,0.2393,99.6158,3.9853,3.621,6.2988,2.4785,90.2417
6.4469,0.2435,103.5649,2.5364,2.1664,6.0505,2.4662,90.5366
6.4634,0.2442,104.2198,1.9264,1.7083,6.2505,2.4789,90.7179
6.4957,0.2494,102.8075,1.6786,1.5571,6.4316,2.501,90.7142
6.512,0.2619,105.5023,1.7423,1.6119,6.1482,2.516,90.6299
6.5097,0.2667,108.3648,1.6776,1.5515,6.1364,2.4937,90.5572
6.5069,0.2728,109.0653,1.5523,1.4427,6.1738,2.4738,90.5371
6.5133,0.2763,105.5231,1.499,1.415,6.1526,2.4728,90.5424
6.5203,0.2689,103.3407,1.5187,1.4417,6.1082,2.4823,90.5057
6.5212,0.2644,102.2972,1.6995,1.5886,6.403,2.4888,90.454
6.5207,0.2602,100.1833,1.6594,1.5551,6.5299,2.4837,90.3915
6.5144,0.2641,98.4956,1.6115,1.512,7.1899,2.4665,90.3916
6.5039,0.2735,100.6124,1.6546,1.5462,7.433,2.4538,90.3624
6.5013,0.2751,102.8222,1.714,1.5936,7.0164,2.4526,90.4117
6.5038,0.2599,103.2216,1.5274,1.4281,7.2385,2.4432,90.3658
6.5131,0.2609,105.0736,1.4711,1.3863,7.0572,2.4331,90.533
6.5233,0.2682,105.3211,1.5259,1.4391,7.0062,2.4391,90.9556
6.527,0.2679,104.2008,1.5126,1.4251,7.172,2.4458,91.7882
6.5301,0.2694,104.588,1.5071,1.419,7.3133,2.4589,92.1458
6.5296,0.2697,108.8661,1.5527,1.4597,7.3864,2.4777,91.9627
6.5283,0.2705,120.5518,1.5823,1.4851,7.2572,2.4852,91.2328
6.5365,0.2838,128.7323,1.5938,1.4934,6.9039,2.4919,90.6849
6.5438,0.2919,130.3786,1.6089,1.5043,6.867,2.4756,90.2856
6.545,0.2942,128.4835,1.4891,1.3961,6.793,2.4544,90.1023
6.545,0.2931,117.1474,1.4239,1.3479,6.5929,2.4589,89.9416
6.5446,0.2971,102.914,1.5619,1.4715,6.4255,2.4759,89.8544
6.5394,0.275,97.9341,1.5585,1.4671,6.3143,2.4726,89.8809
6.5401,0.2451,96.1104,1.3978,1.3254,6.6592,2.4483,89.9382
6.5442,0.2433,98.5683,1.4001,1.3263,6.7256,2.4349,89.8826
6.5453,0.2438,98.9327,1.4032,1.3279,6.6553,2.4453,89.6872
6.5473,0.2474,97.4688,1.5442,1.4599,6.8271,2.4503,89.2639
6.5415,0.2494,98.3094,1.4263,1.3546,6.8004,2.4409,88.8322
6.5345,0.258,99.1555,1.4675,1.392,7.1265,2.4345,88.4878
6.5336,0.2591,97.5326,1.5351,1.4512,7.2407,2.4399,88.3436
6.5384,0.2442,94.0154,1.5228,1.4427,6.9,2.4643,88.5205
6.5344,0.2344,92.2243,1.3603,1.3027,6.6547,2.4745,88.8138
6.5201,0.2408,91.2043,1.3501,1.298,6.7061,2.4766,89.2132
6.5167,0.2422,90.9519,1.3759,1.3255,6.7518,2.486,89.3841
6.5205,0.2429,93.504,1.2716,1.2308,6.9176,2.4842,89.4455
6.5246,0.2597,97.5692,1.3066,1.2677,7.1593,2.4648,89.3188
6.5328,0.267,97.8625,1.3365,1.2945,7.2283,2.4645,89.2067
6.539,0.2539,98.134,1.334,1.292,7.7576,2.4849,88.9922
6.5185,0.2465,100.3605,1.3393,1.2973,7.5237,2.4965,88.7795
6.5029,0.2546,99.0879,1.3618,1.3188,7.0427,2.4897,88.6086
6.5174,0.2604,98.8673,1.3292,1.2924,7.0623,2.4786,88.4069
6.5364,0.2609,98.5244,1.2153,1.1853,7.2522,2.4671,88.2812
6.5438,0.2589,97.116,1.3289,1.2888,7.246,2.4878,88.1969
6.5397,0.2457,95.5716,1.4539,1.3986,6.8431,2.5023,88.1567
6.5091,0.2445,93.7083,1.461,1.4093,6.7137,2.5023,88.1617
6.4981,0.253,94.1262,1.4492,1.4006,7.0255,2.5102,88.2251
6.5229,0.2538,92.8075,1.433,1.386,6.8836,2.5159,88.3407
6.5362,0.2507,91.5804,1.4159,1.3706,6.925,2.4987,88.3737
6.5345,0.2583,92.7796,1.4138,1.3693,6.872,2.4998,88.3716
6.5043,0.265,92.2324,1.4309,1.3814,6.693,2.5127,88.1981
6.4741,0.2585,91.3,1.5126,1.46,6.7288,2.5099,87.8003
6.4661,0.2521,92.0719,1.4897,1.4406,6.8816,2.4977,86.9533
6.4801,0.2463,92.2669,1.3974,1.3608,6.9062,2.5023,85.4211
6.5051,0.2385,91.3194,1.3865,1.3528,6.8403,2.5041,83.5478
6.5161,0.2336,93.3134,1.4033,1.3647,6.7256,2.4985,81.656
6.5156,0.2421,93.8028,1.4344,1.3858,6.6957,2.4998,80.0677
6.5108,0.2482,85.5145,1.4333,1.3796,6.9933,2.4947,79.0639
6.4878,0.2175,76.5715,1.4424,1.3719,8.0362,2.5308,79.1746
6.4693,0.1935,72.7152,1.9663,1.7262,9.2372,2.5936,80.4109
6.4685,0.1998,71.0784,5.1704,4.728,9.2964,2.6323,81.9711
6.4866,0.2056,77.7781,4.4001,4.0287,8.6406,2.6643,83.7193
6.498,0.2333,84.0447,2.4127,2.1964,7.9915,2.6691,85.3963
6.4796,0.2655,85.9928,1.5044,1.4175,7.4169,2.5829,86.4719
6.4633,0.264,88.4666,1.5595,1.4735,6.7778,2.5208,87.2371
6.4684,0.2546,92.1493,1.601,1.5147,6.5942,2.5169,87.9423
6.497,0.2481,95.249,1.6177,1.5342,6.8102,2.5105,88.3605
6.5245,0.2443,94.9048,1.5845,1.5103,6.983,2.4994,88.4861
6.5381,0.2513,94.7991,1.5789,1.5153,7.3117,2.4938,88.3626
6.5462,0.2623,96.3417,1.4777,1.4135,7.3785,2.4983,88.1868
6.5458,0.2639,96.308,1.4349,1.3709,6.7328,2.5035,87.994
6.5219,0.2612,97.3454,1.5077,1.4354,6.5311,2.5022,87.8562
6.5026,0.2565,100.7527,1.5907,1.5052,6.9776,2.4903,87.7489
6.5006,0.2569,100.246,1.5761,1.4937,7.5135,2.481,87.6511
6.5131,0.2519,94.3491,1.5545,1.462,8.0727,2.5267,87.401
6.5156,0.2318,85.1972,2.0781,1.8934,8.1246,2.5554,87.617
6.5036,0.2231,78.57,2.8267,2.5108,7.7103,2.5188,87.8808
6.4904,0.2318,77.7992,2.3417,2.0903,7.1174,2.499,88.2817
6.4855,0.2441,85.1568,1.9393,1.7635,6.7166,2.5128,88.7369
6.5032,0.2563,93.1196,1.5204,1.4384,6.7847,2.5039,89.2888
6.5505,0.2552,95.1593,1.5295,1.4516,7.0917,2.4828,89.8279
6.5817,0.2539,95.4064,1.4908,1.4278,7.2049,2.4789,89.6617
6.5843,0.2554,96.3185,1.6248,1.5194,6.9894,2.4847,89.482
6.5698,0.2528,98.563,1.6669,1.5488,6.7527,2.4916,89.1605
6.5497,0.257,98.936,1.5595,1.451,6.8808,2.4806,88.9574
6.5633,0.2709,97.9171,1.5309,1.4306,7.1746,2.4655,88.9407
6.5855,0.2845,95.8245,1.1972,1.1546,7.0278,2.4681,89.2957
6.5919,0.284,94.3759,1.3604,1.3167,6.6191,2.4788,89.7842
6.6068,0.2762,93.3607,1.4903,1.4253,6.5961,2.4804,90.0802
6.6183,0.2736,93.1822,1.4083,1.327,6.8144,2.4701,90.202
6.6129,0.2731,95.5457,1.4443,1.3625,6.9054,2.4677,90.4043
6.6061,0.2729,98.5208,1.5507,1.4598,6.9879,2.4693,90.5883
6.6051,0.27,98.7622,1.5893,1.4878,6.9926,2.4648,90.705
6.6123,0.2656,97.932,1.6053,1.5002,6.7862,2.4709,90.6973
6.6227,0.2657,97.268,1.4626,1.3728,6.6498,2.4753,90.6235
6.63,0.2636,95.3002,1.3849,1.3049,6.7327,2.4672,90.4201
6.6335,0.263,95.2224,1.4212,1.3479,6.7582,2.4631,90.2001
6.635,0.2575,96.9052,1.4961,1.409,6.9076,2.4699,89.9737
6.6448,0.247,95.9474,1.5886,1.4874,6.6095,2.4845,90.0767
6.6623,0.2504,93.2843,1.6296,1.5189,6.4348,2.4948,90.4647
6.673,0.2557,92.2811,1.6509,1.5359,6.9701,2.4805,91.2915
6.6684,0.2539,91.533,1.6433,1.5309,7.1403,2.4598,91.5072
6.6579,0.2525,91.6478,1.6208,1.5141,7.1417,2.4594,91.0453
6.65,0.2517,94.7657,1.5794,1.4793,7.4375,2.4672,90.5953
6.6401,0.2533,98.0279,1.4874,1.399,7.5785,2.4726,90.2677
6.6366,0.2524,97.1676,1.3894,1.3114,7.8432,2.4883,90.1125
6.6507,0.2603,94.8316,1.3171,1.2502,7.7,2.5125,90.0393
6.6663,0.2784,90.6216,1.4928,1.4018,7.3732,2.5202,90.1542
6.6768,0.28,86.6292,1.8466,1.7117,7.2176,2.5181,90.5672
6.6801,0.2655,87.637,1.7199,1.5879,6.7977,2.512,91.2206
6.6733,0.26,92.021,1.564,1.4549,6.7605,2.4974,91.969
6.6705,0.2632,95.9763,1.5306,1.4423,7.3214,2.4869,91.9107
6.674,0.2633,99.6105,1.4822,1.4007,7.988,2.4872,91.0812
6.6736,0.2546,100.7796,1.3787,1.3102,8.0052,2.4849,90.0019
6.6696,0.2545,96.3598,1.2877,1.2399,7.4471,2.4979,88.9991
6.6535,0.2668,92.0085,1.2956,1.2531,7.0066,2.5299,88.0833
6.6348,0.2568,90.6556,1.6387,1.5623,7.093,2.5446,87.3875
6.6307,0.2346,91.5778,1.8106,1.6822,7.4164,2.5305,87.4427
6.6334,0.2336,92.6828,1.9693,1.8166,7.3311,2.5242,88.1918
6.6357,0.2419,93.8423,1.9802,1.8043,7.4405,2.5374,89.7973
6.6524,0.2441,96.5521,1.8914,1.7329,7.7947,2.5322,91.8263
6.6699,0.2483,99.0668,1.6259,1.5266,9.6206,2.5042,94.437
6.672,0.2482,104.8527,1.4012,1.3313,12.355,2.4933,95.8275
6.6707,0.2581,114.403,1.3115,1.2589,11.2832,2.4821,96.0638
6.6555,0.2885,120.2967,1.3366,1.2873,8.2531,2.4701,95.1355
6.6445,0.3028,116.2021,1.4787,1.4223,7.2825,2.4728,93.9443
6.6528,0.275,105.4892,1.6324,1.5455,7.5096,2.4685,92.703
6.6626,0.2478,97.0619,1.4762,1.405,7.4284,2.4671,91.7976
6.6671,0.2502,91.683,1.3565,1.2882,7.2577,2.47,92.0839
6.6564,0.2563,92.0047,1.2795,1.2266,7.0979,2.4597,93.4111
6.6374,0.2568,95.9207,1.3693,1.3172,7.0813,2.4507,94.6616
6.6255,0.2567,97.8375,1.4578,1.3892,7.4894,2.4429,95.4564
6.6532,0.2595,98.6164,1.4638,1.3961,7.5499,2.4443,95.6069
6.7216,0.2645,97.5473,1.4612,1.3921,7.3493,2.4629,95.2863
6.77,0.2746,96.8856,1.4603,1.3915,7.0856,2.4722,94.5007
6.7655,0.283,97.098,1.3756,1.3129,6.8142,2.4602,93.9819
6.7394,0.2796,96.1383,1.3189,1.2592,6.8059,2.4489,93.6828
6.6815,0.2806,96.1359,1.4282,1.3556,6.9456,2.4464,93.567
6.6228,0.2864,96.6837,1.4594,1.3797,6.9734,2.4472,93.5493
6.6629,0.2843,96.1045,1.4506,1.3799,6.9557,2.4533,93.5745
6.7549,0.2781,94.5801,1.3649,1.3052,6.814,2.4652,93.7209
6.7905,0.2723,93.9153,1.2054,1.1576,6.7766,2.4668,93.7892
6.7654,0.2676,94.8913,1.2768,1.2407,6.8706,2.4517,93.5488
6.7318,0.2623,95.7787,1.2898,1.2461,6.7291,2.4443,92.7137
6.744,0.2571,98.3105,1.3647,1.3196,6.462,2.4535,91.4662
6.7903,0.2516,100.2071,1.399,1.3459,6.373,2.4643,89.7548
6.8338,0.247,98.6183,1.428,1.3748,6.4375,2.47,88.234
6.8425,0.2489,95.9148,1.4149,1.3712,6.4277,2.4788,86.5457
6.8152,0.2576,95.7473,1.3211,1.2796,6.4625,2.5012,85.7248
6.7485,0.2591,96.1319,1.505,1.4206,7.8126,2.5885,85.5075
6.6711,0.2451,89.8717,2.7673,2.4716,10.1039,2.6789,86.5167
6.6562,0.2228,80.6936,2.7063,2.3806,10.0048,2.6522,87.3971
6.7167,0.2031,76.9226,2.1605,1.8685,7.9237,2.5712,88.3503
6.7815,0.1983,79.0767,2.4899,2.173,6.6345,2.5386,88.8991
6.7488,0.2283,84.0704,2.0756,1.8855,6.5615,2.5237,89.3951
6.6668,0.2619,89.158,1.2157,1.1733,6.7796,2.5024,89.455
6.6241,0.2583,93.4327,1.3513,1.3056,6.8042,2.4959,89.3232
6.6173,0.2439,95.9997,1.7817,1.6852,6.8479,2.4872,89.166
6.6285,0.2387,94.8818,1.6786,1.5898,6.921,2.4739,89.1656
6.6468,0.2412,92.2774,1.5254,1.4516,7.072,2.4664,89.3806
6.6669,0.2419,91.4731,1.5688,1.4924,7.0283,2.4742,89.7404
6.6528,0.2338,92.3972,1.6085,1.5285,6.7839,2.4883,90.0648
6.6126,0.2367,92.892,1.5392,1.4631,6.7197,2.4859,89.9771
6.599,0.2519,92.8793,1.4521,1.3965,6.6819,2.482,89.4028
6.6423,0.2626,93.4958,1.4999,1.4362,6.4728,2.4953,88.4652
6.7053,0.2651,90.3239,1.6788,1.5863,6.3368,2.5026,87.4393
6.7248,0.2557,84.3478,1.7958,1.6753,6.8837,2.5117,86.5978
6.6874,0.2436,81.3645,1.9187,1.7643,8.1491,2.5287,86.2746
6.6299,0.2339,78.92,2.2844,2.0554,9.2027,2.5539,86.5145
6.6177,0.2244,75.2244,2.2314,1.9922,9.9356,2.6414,86.7082
6.6341,0.2221,77.6624,1.9503,1.7637,10.1155,2.7465,87.3337
6.6382,0.2216,86.3261,1.7156,1.5837,8.956,2.7241,87.6638
6.6552,0.2298,90.8689,1.634,1.5276,7.3318,2.5937,87.9728
6.6864,0.2426,91.5619,1.6827,1.5715,6.5928,2.504,88.2729
6.6935,0.2397,92.2309,1.7229,1.609,6.7164,2.4816,88.8122
6.6576,0.2383,91.6959,1.6824,1.5743,6.8311,2.4783,89.3473
6.6195,0.2428,89.693,1.5907,1.4932,6.572,2.4732,89.1655
6.6272,0.2409,87.4493,1.6322,1.5352,6.4305,2.4731,88.7846
6.6435,0.2413,87.741,1.7501,1.6443,6.4185,2.4769,88.3637
6.6422,0.2394,89.4182,1.5868,1.5051,6.3678,2.4955,88.1974
6.6332,0.2285,91.4565,1.4292,1.3799,6.6765,2.523,88.1392
6.626,0.2184,93.6821,1.4845,1.4287,7.3811,2.5284,88.1275
6.618,0.2222,95.9184,1.5429,1.479,7.7478,2.5199,88.2684
6.6066,0.2345,97.0655,1.489,1.4339,7.3662,2.5098,88.5802
6.6249,0.2404,96.5921,1.3819,1.338,6.8548,2.51,89.2377
6.6758,0.2462,98.3573,1.3427,1.3076,6.5849,2.5188,89.8933
6.6961,0.2539,99.7112,1.333,1.2965,6.5962,2.5173,90.6381
6.6676,0.2565,100.1077,1.37,1.3251,6.7468,2.5016,90.475
6.6381,0.2513,102.0689,1.4397,1.3869,6.7238,2.4873,90.3561
6.6219,0.2444,102.5562,1.3798,1.329,6.6833,2.4776,90.1972
6.6404,0.2444,101.724,1.4854,1.4099,6.9505,2.4604,90.2061
6.6951,0.2571,100.3597,1.7665,1.6363,7.0818,2.4558,90.0806
6.7186,0.269,95.3348,1.7981,1.6535,6.859,2.4594,89.5749
6.6961,0.2624,90.0708,1.5691,1.4673,6.7118,2.4544,88.7021
6.6502,0.2413,89.5185,1.5604,1.459,6.6288,2.4447,88.0047
6.6071,0.2277,90.7628,1.5331,1.4112,6.5422,2.4513,87.6007
6.5664,0.2286,89.8119,1.2153,1.1542,6.3857,2.4804,87.9264
6.5694,0.2345,90.0941,0.8936,0.8431,6.0485,2.4997,88.3036
6.6165,0.2354,90.6448,0.6444,0.5248,5.8795,2.5017,88.7745
6.6425,0.2426,89.2149,1.0467,1.092,5.9262,2.4969,89.3198
6.6287,0.2686,89.9959,1.3722,1.3659,6.0348,2.4947,89.9316
6.5932,0.2891,93.2102,1.4229,1.4052,6.0923,2.4862,90.6482
6.5657,0.2784,93.4952,1.4755,1.4458,6.0717,2.4528,91.2688
6.5681,0.2515,93.1581,1.4997,1.454,6.2101,2.4329,91.7831
6.6011,0.2357,92.4883,1.2849,1.2628,6.5733,2.4459,91.646
6.6386,0.2351,87.7848,1.0984,1.0662,6.6819,2.4676,90.889
6.6498,0.2445,76.1954,1.4353,1.3743,6.6093,2.4898,90.0684
6.619,0.2584,61.5736,2.9286,2.6244,7.0766,2.5014,88.387
6.5544,0.2517,53.3732,3.6672,3.2849,7.7371,2.509,85.5196
6.5214,0.2054,53.2307,3.5009,3.1446,8.2744,2.4975,81.0274
6.5294,0.1681,59.807,3.1371,2.8426,8.9296,2.5266,77.4866
6.5405,0.1638,75.2554,3.7097,3.3927,9.3249,2.6495,75.7446
6.5423,0.2052,89.9375,1.8302,1.6233,9.3598,2.7323,76.1599
6.5389,0.2645,93.6697,1.3582,1.3033,9.1893,2.7404,79.8534
6.5423,0.2513,94.0699,1.4187,1.3931,8.7142,2.6315,84.3276
6.546,0.2224,97.0271,1.5026,1.455,8.0659,2.4998,88.9097
6.5794,0.2302,97.0544,1.476,1.427,7.2992,2.4532,94.3063
6.6479,0.238,96.0441,1.4138,1.3686,7.0753,2.4462,96.5214
6.6781,0.2422,96.0684,1.4846,1.436,7.0727,2.4637,96.0053
6.6686,0.2454,96.0599,1.566,1.5127,6.8797,2.4721,92.8051
6.6357,0.2498,95.7367,1.4768,1.4201,6.871,2.4722,89.9093
6.6088,0.2502,95.5493,1.4763,1.4192,8.4346,2.5477,88.1091
6.6397,0.2538,95.9922,1.492,1.4346,12.028,2.7077,87.8472
6.6982,0.2631,96.8871,1.5381,1.4719,13.2229,2.7479,88.3373
6.7159,0.2709,99.2893,1.5541,1.4833,10.8856,2.6021,89.2214
6.6987,0.2796,100.3078,1.4059,1.3476,8.5876,2.4785,90.1063
6.7323,0.2788,99.3788,1.3376,1.2895,8.2041,2.4465,91.0857
6.8372,0.2786,97.8488,1.1316,1.0935,8.2898,2.4523,92.2076
6.8847,0.2848,98.203,1.0813,1.0468,8.0631,2.4537,92.9057
6.8442,0.2828,99.6109,1.0037,0.973,7.387,2.4354,93.4486
6.7627,0.2736,97.4064,1.2662,1.2414,6.8564,2.4373,93.8157
6.7256,0.2809,96.4829,1.5393,1.4965,6.9257,2.4643,94.1328
6.7502,0.3042,97.9826,1.4308,1.3766,7.2315,2.4805,94.0065
6.787,0.3046,99.5422,1.3688,1.3141,7.4815,2.481,94.3637
6.8032,0.2978,99.8529,1.3363,1.2889,7.2224,2.4767,95.2254
6.7881,0.2939,98.0394,1.3233,1.2841,7.1609,2.4741,96.4202
6.7581,0.2837,97.8977,1.2544,1.2242,7.0678,2.4759,96.345
6.7432,0.282,96.379,1.3035,1.2567,7.45,2.4698,94.9322
6.7291,0.2816,93.7463,1.627,1.5502,8.2341,2.5086,93.8023
6.6942,0.2897,90.2738,1.968,1.8598,8.4114,2.6201,92.3082
6.6745,0.2917,81.0337,2.1757,2.0015,8.789,2.6607,90.0023
6.6704,0.2665,71.8502,2.2713,2.0124,9.0775,2.6187,87.037
6.6694,0.223,75.1332,2.99,2.6428,8.7868,2.578,84.0936
